camis,dba,boro,building,street,zipcode,phone,cuisine type,latitude,longitude,current_grade
50012465,TIMES SQUARE DINER & GRILL,Manhattan,807,8TH AVE,10019.0,2123152400,42,40.761444001217,-73.986726769862,A
50012528,JAMAICAN FLAVORS,Queens,22409,141ST AVE,11413.0,7183417352,31,40.669483984291,-73.750403128829,A
50012532,KRUSH,Manhattan,2,W 32ND ST,10001.0,9178649456,42,40.747308389619,-73.985903129221,A
50012543,WENDY'S,Brooklyn,420,86TH ST,11209.0,7188333034,42,40.622448859913995,-74.027809389901,A
50012545,WENDY'S,Manhattan,938,8TH AVE,10019.0,2129774788,74,40.765722672068,-73.98358518635,A
50012550,WENDY'S,Manhattan,714,3RD AVE,10017.0,2126822568,42,40.7524854908,-73.973204471403,A
50012561,STICKY'S FINGER JOINT,Manhattan,484,3RD AVE,10016.0,6464905856,71,40.744908360713,-73.97872192912,A
50012564,LU PEKING HOUSE INC,Brooklyn,3408,FULTON ST,11208.0,7188275016,61,40.684286904049,-73.869895268889,A
50012567,SUBWAY,Manhattan,1502,SAINT NICHOLAS AVE,10033.0,6465777220,60,40.85188589096,-73.931837103955,A
50012569,CASA MEXICANA,Manhattan,898,AMSTERDAM AVE,10025.0,2122223151,24,40.799034839169,-73.966742129654,A
50012576,FRUITEA,Queens,5705,MAIN ST,11355.0,7184450055,65,40.746354102841,-73.82614097947601,A
50012578,LA PEQUENA COLOMBIA,Queens,8327,ROOSEVELT AVE,11372.0,7184788700,3,40.747792498699,-73.88244578561401,A
50012597,JADE GARDEN,Queens,9627,LINDEN BLVD,11417.0,7188430872,61,40.673972190265005,-73.839694324674,A
50012601,STUDIO 151,Manhattan,151,AVENUE C,10009.0,6469432816,3,40.725527405869,-73.977804532574,A
50012613,PARK HYATT NEW YORK,Manhattan,153,W 57TH ST,10019.0,6467741234,42,40.765173013429,-73.979220830232,A
50012615,PARK HYATT NEW YORK,Manhattan,153,W 57TH ST,10019.0,6467741234,42,40.765173013429,-73.979220830232,A
50012618,PARK HYATT NEW YORK,Manhattan,153,W 57TH ST,10019.0,6467741234,42,40.765173013429,-73.979220830232,A
50012623,SLICK WILLIE,Brooklyn,179,MESEROLE AVE,11222.0,7183890090,42,40.728254837428004,-73.94920304954799,P
50012650,LOS POBLANOS RESTAURANT,Brooklyn,4312,3RD AVE,11232.0,3477630571,24,40.651469577237,-74.010656511979,A
50012652,SUBWAY,Queens,25919,UNION TPKE,11004.0,7183431584,69,40.746896178495,-73.71221000503101,A
50012654,MINAMOTO KITCHOAN,Manhattan,509,MADISON AVE,10022.0,2124893747,23,40.759548018054,-73.974345892833,A
50012694,SARKU JAPAN,Bronx,200,BAYCHESTER AVE,10475.0,7183201500,23,40.865905409786,-73.830429747919,A
50012705,HILLSIDE DOSA HUTT,Queens,25815,HILLSIDE AVE,11004.0,7184144780,8,40.736995437221,-73.70990019861999,A
50012708,PIZZERIA DI MOLA,Brooklyn,176,AVENUE O,11204.0,7183316225,55,40.61081231161,-73.978401071536,A
50012723,STARBUCKS,Manhattan,239,BLEECKER ST,10014.0,2122061092,33,40.730585382241,-74.00261588749001,A
50012736,CLUB VIBE BAR AND CAFE,Queens,14306,LIBERTY AVE,11435.0,7182620433,64,40.692255707164996,-73.809546926524,A
50012740,EGG SHOP,Manhattan,151,ELIZABETH ST,10012.0,6466660810,42,40.720350072924,-73.995086497252,P
50012743,JAY'S QUICK BITES,Brooklyn,1961,FLATBUSH AVE,11234.0,7189756803,4,40.62197607424,-73.936179340278,P
50012784,WING STOP,Brooklyn,1270,FULTON ST,11216.0,6467879464,71,40.680400103258,-73.95000038037,A
50012785,MIKE'S BISTRO,Manhattan,127,E 54TH ST,10022.0,2127993911,18,40.759237087203005,-73.971093692375,A
50012789,DUNKIN',Queens,5109,BROADWAY,11377.0,3472291865,42,40.754121086546995,-73.908667715357,A
50012798,LOJA'S PIZZA,Bronx,190,E 167TH ST,10456.0,7182933333,32,40.834265940866,-73.917053238188,P
50012808,CALLE DAO,Manhattan,38,W 39TH ST,10018.0,2122219002,3,40.752125140036,-73.983606596337,A
50012812,PANDA EXPRESS,Queens,9015,QUEENS BLVD,11373.0,7186998299,61,40.733840182011,-73.871577033806,A
50012822,MELA'S CAFE & RESTAURANT,Queens,7102,KISSENA BLVD,11367.0,7182686352,3,40.729503286002995,-73.815173284973,A
50012832,NATIONAL DINER,Bronx,135,WESTCHESTER SQ,10461.0,7188241126,42,40.840097589963996,-73.842671651104,A
50012834,CRIMSON & RYE,Manhattan,198,E 54TH ST,10022.0,2126876692,42,40.758174212197,-73.96860712646999,A
50012840,MR. WONTON,Queens,7805,JAMAICA AVE,11421.0,7182963800,61,40.691844665976,-73.863999045356,A
50012841,LITTLENECK OUTPOST,Brooklyn,128,FRANKLIN ST,11222.0,7183833080,42,40.729271025275004,-73.957486354173,P
50012857,SUSHI MAMBO,Manhattan,431,W 202ND ST,10034.0,3475133649,3,40.860812396077,-73.920045935944,-2
50012863,DUNKIN',Bronx,2035,BARTOW AVE,10475.0,7183201590,77,40.869310433953,-73.82962558099901,A
50012902,NEW MING LIANG KITCHEN,Bronx,236,E GUN HILL RD,10467.0,7185470778,61,40.880104972011,-73.8764900033,P
50012919,ITAL FUSION,Brooklyn,2085,NOSTRAND AVE,11210.0,3473509816,8,40.634731499933,-73.94784055176,A
50012934,DIG INN SEASONAL MARKET,Manhattan,80,BROAD ST,10004.0,2127764052,42,40.704314652019,-74.011581092226,A
50012945,ICE CREAM SCOOPS,Staten Island,2655,RICHMOND AVENUE,10314.0,7187619900,2,40.582297419955,-74.169052592685,P
50012963,STARBUCKS,Queens,3018,ASTORIA BLVD,11102.0,7182781518,33,40.770223933985,-73.91874710505999,A
50012988,ROAST KITCHEN,Manhattan,423,MADISON AVE,10017.0,2127536587,24,40.757020491216004,-73.97618413519301,A
50012993,BANK OF NOVA SCOTIA CAFE,Manhattan,250,VESEY ST,10281.0,2122255223,42,40.714521963959,-74.015677098865,A
50013003,KILO BRAVO,Brooklyn,180,N 10TH ST,11211.0,3479874379,42,40.719062396882,-73.95527788928099,A
50013019,STARBUCKS,Brooklyn,405,UNION AVE,11211.0,2126159700,33,40.712531008348996,-73.951386577078,A
50013024,LATTE ART,Manhattan,15,STONE ST,10004.0,9175002309,33,40.704026400878,-74.012067943443,A
50013026,CHIPOTLE MEXICAN GRILL,Manhattan,1020,3RD AVE,10065.0,6462139692,68,40.762512900246,-73.965890461023,A
50013027,RED MOON,Manhattan,132,W 45TH ST,10036.0,2123917006,23,40.757211205462,-73.983785818205,A
50013048,THE HAROLD,Manhattan,1271,BROADWAY,10001.0,2126861888,42,40.748288555642,-73.988465370104,A
50013049,SOHO KTV & BAR,Queens,3202,LINDEN PL,11354.0,7183581115,61,40.767565933016,-73.831861614228,A
50013059,COCINA TALLER,Manhattan,416,W 203RD ST,10034.0,9174594125,3,40.861338947167,-73.91941986336501,A
50013062,CHICKEN RANCH,Manhattan,315,AUDUBON AVE,10033.0,6469228564,71,40.848532199375,-73.932469484537,A
50013086,POLLO D' ORO,Brooklyn,306,GOLD ST,11201.0,7188558088,56,40.694970813594,-73.983270903538,A
50013128,BOSIE BAKERY,Manhattan,2132,2ND AVE,10029.0,9173658443,13,40.79288163001,-73.940771232,A
50013142,AL'S DELI,Manhattan,458,7TH AVE,10123.0,2125945682,80,40.751425987933004,-73.990309153474,A
50013144,JAKE'S CAFE EMPLOYEES CAFETERIA AT JAVED CENTER,Manhattan,655,W 34TH ST,10001.0,2122162400,42,40.756556290303,-74.003808057183,A
50013145,CENTER PLATE- CONCOURSE CAFE-JACOB K JAVITS CONVENTION CENTER,Manhattan,655,W 34TH ST,10001.0,2122162404,33,40.756556290303,-74.003808057183,A
50013172,RIVERDALE PIE GUYS,Bronx,5784,MOSHOLU AVENUE,10471.0,7187086128,55,40.905421224719,-73.897786921147,A
50013184,LIANG PI WANG#10,Queens,13335,ROOSEVELT AVE,11354.0,7188857332,61,40.758501995257,-73.83324180898798,P
50013222,MOE'S DOUGH'S,Brooklyn,126,NASSAU AVE,11222.0,7183492045,13,40.724499700377,-73.948538481595,A
50013238,SPACE BILLARD,Manhattan,34,W 32ND ST,10001.0,2122394166,36,40.747819056202005,-73.98710122790102,A
50013240,SUBWAY,Staten Island,6390,AMBOY RD,10309.0,3472864083,60,40.521943701786,-74.216895397577,A
50013242,SNACK BOSS,Bronx,1,RODMANS NCK,10464.0,9178592545,42,40.855344136915,-73.801577159876,A
50013250,DUNKIN',Bronx,770,E TREMONT AVE,10460.0,7184662006,77,40.844164137358,-73.8886323947,A
50013258,JOE'S PIZZA AND PASTA RESTAURANT,Queens,9508,JAMAICA AVE,11421.0,7188052220,55,40.694253966757,-73.850290735028,P
50013274,"HUDSON NEWS, DUNKIN', BASKIN ROBBINS",Queens,NKA,JFK INTERNATIONAL AIRPORT,11430.0,3473344174,42,40.648312826068,-73.788281497594,A
50013284,SOHO ROOM,Manhattan,203,SPRING ST,10012.0,2123343855,42,40.725307174141,-74.003492383122,A
50013293,LIMANI,Manhattan,630,5TH AVE,10020.0,2128589200,11,40.75877456579001,-73.977035383872,A
50013333,CINNABON,Bronx,200,BAYCHESTER AVE,10475.0,7183202581,13,40.865905409786,-73.830429747919,A
50013363,KELLY COMMONS MARKETPLACE,Bronx,4513,MANHATTAN COLLEGE PKWY,10471.0,7188627737,42,40.889148745406,-73.902043649959,A
50013366,DELI & GRILL,Brooklyn,5425,5TH AVE,11220.0,7184921566,80,40.642672332573,-74.012827920755,A
50013380,PIZZA,Manhattan,84,HESTER ST,10002.0,2122197766,55,40.716306876678,-73.99230192632,B
50013395,Ria Bella,Brooklyn,1049,MANHATTAN AVE,11222.0,7183894400,55,40.734682757044,-73.95500756413,A
50013398,MARTA,Manhattan,29,E 29TH ST,10016.0,2126513800,44,40.744481156357004,-73.984893244416,A
50013399,JULIA'S BEER AND WINE BAR,Queens,818,WOODWARD AVE,11385.0,9179091314,42,40.703349295169,-73.903089539841,P
50013400,SAHARA NEW YORK,Queens,2562,STEINWAY ST,11103.0,7182696356,33,40.767537358251,-73.91203554983599,A
50013405,WAH YONG KITCHEN,Bronx,112,W 168TH ST,10452.0,7189921110,61,40.838300394958,-73.92456528066,A
50013407,MEI YA KITCHEN,Bronx,858,GERARD AVE,10451.0,7189937710,61,40.827069325705,-73.925185109102,A
50013416,GONG CHA,Manhattan,75,W 38TH ST,10018.0,2123982716,65,40.75188103464,-73.984905996947,A
50013417,BREAD BROTHERS BAGEL CAFE,Brooklyn,912,MANHATTAN AVE,11222.0,7185763837,57,40.730570821747,-73.95430676769399,-2
50013420,RED MANGO,Queens,4223,BELL BLVD,11361.0,9174210669,2,40.762293646677,-73.770330566486,A
50013425,ON TOP WINGS-N-FISH,Queens,7072,KISSENA BLVD,11367.0,7187935666,80,40.730148170693,-73.815088502991,B
50013433,BALVANERA,Manhattan,152,STANTON ST,10002.0,2125333348,56,40.720530409068,-73.985443437944,P
50013436,La Colombe,Manhattan,75,VANDAM ST,10013.0,2129299699,33,40.726564115394,-74.007020977521,A
50013450,CAFE SAHARA,Manhattan,4026,10TH AVE,10034.0,6468820169,56,40.869246393467,-73.91543300173001,-2
50013454,DOMINO'S,Manhattan,16A,W 8TH ST,10011.0,2123533100,55,40.732542392243,-73.99707372786,A
50013460,PLOWSHARES COFFEE,Manhattan,2730,BROADWAY,10025.0,2122220280,33,40.800188007602,-73.968059897762,A
50013463,PRETZEL MAKER,Bronx,200,BAYCHESTER AVE,10475.0,5167913302,57,40.865905409786,-73.830429747919,A
50013468,KREYOL FLAVOR,Brooklyn,2816,CHURCH AVE,11226.0,7188562100,31,40.650718505144,-73.951002939882,A
50013473,RED LOBSTER,Bronx,2090,BARTOW AVE,10475.0,7186714223,5,40.869509050739005,-73.826620427815,P
50013497,KALAMAKI GR,Queens,2906,172ND ST,11358.0,7189391616,19,40.770019836155,-73.793257958113,A
50013511,THE WILD SON,Manhattan,53,LITTLE WEST 12TH STREET,10014.0,2127277900,56,40.740526632399,-74.008509222915,B
50013521,E E BAKERY,Brooklyn,7212,20TH AVE,11204.0,3475474481,13,40.612430601191,-73.99012050991101,A
50013522,BREWKLYN GRIND COFFEE,Brooklyn,557,MYRTLE AVE,11205.0,3476281141,33,40.693908954183,-73.961865192656,A
50013528,CARVEL ICE CREAM,Brooklyn,7517,3RD AVE,11209.0,7187455200,42,40.631267838386,-74.027856311717,A
50013536,PONTENTIAL VEGETAL (PV HERBS & VITAMINS),Brooklyn,1358,FLATBUSH AVE,11210.0,7184216030,65,40.637264170588004,-73.95238922415399,A
50013555,GRILL ON THE HILL,Manhattan,1624,AMSTERDAM AVE,10031.0,6468388879,42,40.822161426062,-73.94986454988499,A
50013558,ROWE STUDIOS LOUNGE,Manhattan,410,W 42ND ST,10036.0,2125825472,42,40.758644912786,-73.993184987414,A
50013567,ANDY'S CAFE,Queens,2339,ASTORIA BLVD,11102.0,7186068745,55,40.771704317952,-73.92416082969,B
50013579,THAI BASIL,Brooklyn,3682B,NOSTRAND AVE,11229.0,7188918889,14,40.594291852423,-73.940717614927,A
50013581,GOOGLE LAPLACE,Manhattan,111,8TH AVE,10011.0,2125659548,42,40.740697108455,-74.00184403056501,A
50013618,PATSY'S PIZZERIA,Bronx,980,MORRIS PARK AVE,10462.0,7186762527,32,40.847847974242,-73.856782373351,A
50013653,MAGIC SOUL FOOD,Brooklyn,320,MALCOLM X BLVD,11233.0,3472953247,62,40.681851895564,-73.928856784586,P
50013660,PITAS AND STICKS,Brooklyn,321,9TH ST,11215.0,7183699800,19,40.668854601704,-73.985645812023,A
50013668,LITTLE SAIGON PEARL,Brooklyn,9,BAY 35TH ST,11214.0,7189968808,58,40.599321536904995,-73.990525769071,A
50013680,VIVI BUBBLE TEA,Manhattan,607,9TH AVE,10036.0,2129560288,33,40.759248686051,-73.992040657046,A
50013681,THE HOUSE IN GRAMERCY PARK,Manhattan,121,E. 17th ST.,10003.0,2123532121,42,40.735975461877,-73.987619532634,A
50013701,DEVOCION,Brooklyn,69,GRAND ST,11249.0,7182856180,33,40.715848867172,-73.964868310996,A
50013704,ACAPULCO BAR RESTAURANT,Queens,4320,31ST AVE,11103.0,7186060062,3,40.760065218018,-73.914467581793,B
50013718,DUNKIN',Bronx,1776,EASTCHESTER RD,10461.0,9148154205,77,40.849782129124996,-73.843476403674,A
50013726,BROTHER PIZZA,Staten Island,750,PORT RICHMOND AVE,10302.0,7184422332,32,40.625370072394,-74.143934388328,A
50013743,EXPRESSWAY BUBBLE TEA & SNACKS,Queens,4128,MAIN ST,11355.0,6463621995,61,40.757348554116,-73.829075639723,A
50013752,DUNKIN',Queens,12117,LIBERTY AVE,11419.0,2018159686,77,40.687066186566,-73.822037752144,A
50013768,SUBWAY CAFE,Manhattan,351,W 42ND ST,10036.0,2129918945,69,40.757840565563995,-73.991228665336,A
50013774,PINGS,Manhattan,22,MOTT ST,10013.0,2126029988,5,40.714308936795994,-73.998755503514,A
50013782,NEW STAR BAKERY,Queens,4121A,KISSENA BLVD,11355.0,7189618868,13,40.758166286354,-73.82893636741801,B
50013792,DUNKIN',Staten Island,1650,RICHMOND AVE,10314.0,3478252458,77,40.608078102502,-74.162260908042,A
50013794,FUEL FEVER,Brooklyn,8615,18TH AVE,11214.0,7182598448,42,40.606804174769,-74.003100809811,A
50013798,IL MULINO PRIME,Manhattan,331,W BROADWAY,10013.0,2122260020,44,40.722172636494,-74.003925137847,A
50013810,L & L LOCAL,Queens,4104,31ST AVE,11103.0,9178326797,42,40.760865189008996,-73.916155922433,A
50013823,MAX FISH,Manhattan,120,ORCHARD ST,10002.0,9176506186,42,40.719441183278,-73.989541813883,A
50013830,CAPRI IV DELI,Bronx,2073,BARTOW AVE,10475.0,7183203979,80,40.869519165018,-73.82787143194,P
50013837,CARVEL ICE CREAM,Queens,10321,METROPOLITAN AVE,11375.0,3474944691,2,40.710199669233,-73.84919071326,P
50013843,SICHUAN HOT POT CUISINE,Manhattan,34,PELL ST,10013.0,2122678886,61,40.714871607948,-73.998261297422,P
50013867,MEI MEI Chinese Restaurant,Bronx,2831,GRAND CONCOURSE,10468.0,7183677977,61,40.869805381378,-73.891445693614,A
50013874,PEKING EXPRESS,Queens,13412,ROCKAWAY BLVD,11420.0,7186593626,52,40.674583951399995,-73.80415390256199,A
50013879,K RICO,Manhattan,772,9TH AVE,10019.0,2127579393,42,40.764438696522,-73.988235134758,A
50013883,NEW YORK SHAKE & BURGER,Queens,14701,LIBERTY AVE,11435.0,7185231900,42,40.696199622634,-73.80445800082501,A
50013885,SBARRO,Bronx,200,BAYCHESTER AVE,10475.0,7183790719,32,40.865905409786,-73.830429747919,A
50013890,CASA DEL CHEF BISTRO,Queens,3906 1/2,64TH ST,11377.0,7184579000,42,40.746233586064,-73.899930418194,A
50013897,THE BREW INN,Brooklyn,924,MANHATTAN AVE,11222.0,7185747155,59,40.731023621508996,-73.954089967308,A
50013900,SUN HING,Brooklyn,1167,WILLMOHR ST,11212.0,7183458015,61,40.658311999386,-73.915712246315,A
50013901,SWEATSHOP,Brooklyn,232,METROPOLITAN AVE,11211.0,6463882483,33,40.715117127062996,-73.959894258456,A
50013904,SSAM,Brooklyn,170,SMITH ST,11201.0,7188527726,36,40.685856293159,-73.991061491807,P
50013910,ERV'S,Brooklyn,2122,BEEKMAN PL,11225.0,7153705569,42,40.660002384703,-73.960824989855,A
50013915,VANILLA CAFE,Queens,9918,37TH AVE,11368.0,7185051480,56,40.752316558688996,-73.867939189277,A
50013922,SKYTOWN,Brooklyn,921,BROADWAY,11206.0,3474353252,42,40.697495922067,-73.936164470831,A
50013941,BAGEL ROAD,Brooklyn,1424,SHEEPSHEAD BAY RD,11235.0,7186761471,57,40.587455407268,-73.954509479058,A
50013970,CAFFE BENE,Manhattan,39,W 32ND ST,10001.0,2015431827,33,40.747646084632,-73.986650130485,A
50013978,EL PALACIO DE LAS EMPANADAS,Queens,5302,108TH ST,11368.0,7182711616,3,40.742575703586,-73.854580834997,A
50013984,BIBBLE AND SIP,Manhattan,253,W 51ST ST,10019.0,2125867579,13,40.762484001304,-73.984618406252,A
50013991,J + B CAFE,Brooklyn,302,7TH ST,11215.0,3479873217,33,40.67079247899,-73.986171704905,A
50014014,XIUN WEI CHINESE RESTAURANT,Bronx,124,WESTCHESTER SQUARE,10461.0,7188636888,61,40.840182538044,-73.84257025481399,A
50014015,OLIGARCH,Queens,8615,LEFFERTS BLVD,11418.0,7188801406,18,40.700845223771,-73.831280383533,P
50014027,XIAO WEI MALA YABU,Queens,13655,ROOSEVELT AVE,11354.0,6466238886,61,40.760023562641,-73.82831431550801,A
50014033,HAPPY KITCHEN INC,Queens,21529,JAMAICA AVE,11428.0,7182642288,61,40.717348397142,-73.73968231939901,A
50014052,RED LOBSTER,Brooklyn,455,GATEWAY DR,11239.0,4072455773,5,40.650983798445,-73.869293760065,A
50014059,RED LOBSTER,Queens,8801,QUEENS BLVD,11373.0,7187603050,5,40.735142546906,-73.875283920641,B
50014069,RED LOBSTER,Manhattan,261,W 125TH ST,10027.0,2122801930,5,40.809826751402,-73.950336268594,B
50014078,RED LOBSTER,Manhattan,5,TIMES SQ,10036.0,2127306706,5,40.755702020307005,-73.987207980138,A
50014084,BURGER KING,Brooklyn,1297,FULTON ST,11216.0,3475339880,74,40.680369546007,-73.949171162778,A
50014098,DUNKIN',Brooklyn,272,BROADWAY,11211.0,7183880847,77,40.708743400425,-73.958844883238,A
50014100,SUBWAY,Bronx,3976,WHITE PLAINS RD,10466.0,7189944763,60,40.887941920037,-73.86036299600799,A
50014104,DELI AND PIZZA,Brooklyn,603,AVENUE Z,11223.0,7186487775,42,40.586061095290006,-73.971654977833,-2
50014114,OLIVE GARDEN,Bronx,200,BAYCHESTER AVE,10475.0,7189311045,44,40.865905409786,-73.830429747919,A
50014122,NOCCIOLA RISTORANTE,Manhattan,237,E 116TH ST,10029.0,6465595304,44,40.797563300444004,-73.93910202647601,P
50014124,EVERGREEN ON 38,Manhattan,10,E 38TH ST,10016.0,2124481199,61,40.750634492679,-73.981990038121,A
50014149,HANCO'S,Brooklyn,147,MONTAGUE ST,11201.0,3475295054,58,40.694573857947,-73.993501691853,A
50014157,POLLO SABROSO RESTAURANT,Bronx,216,E 198TH ST,10458.0,7169071057,3,40.869752157301,-73.890314065539,B
50014173,DADDY'S PIZZA & PASTA,Brooklyn,2625,86TH ST,11223.0,7186762698,55,40.596309851427996,-73.984523602834,A
50014190,BABA'S PIEROGIES,Brooklyn,295,3RD AVE,11215.0,7182220777,15,40.676869449935005,-73.986473277078,A
50014192,LA POTENCIA RESTAURANT,Bronx,1898,JEROME AVE,10453.0,9178013200,3,40.850147630028,-73.910588466456,B
50014197,COTENNA,Manhattan,21,BEDFORD ST,10014.0,6468610175,44,40.729116907942,-74.003539488084,A
50014199,GNOCCHERIA BY LUZZO'S,Manhattan,234,E 4TH ST,10009.0,2122593638,44,40.723387347671,-73.98281277669099,A
50014201,SAMURAI PAPA,Brooklyn,32,VARET ST,11206.0,7186872947,23,40.702937200159,-73.943570843149,P
50014212,CHICKEN SHACK,Queens,3619,BROADWAY,11106.0,7187213035,71,40.759913443018,-73.920990536259,C
50014213,SUGARDADDY'S,Queens,5107,27TH ST,11101.0,7187069600,42,40.739672787152,-73.942792627254,A
50014226,EL GRAN VALLE IV RESTAURANT,Manhattan,1944,AMSTERDAM AVE,10032.0,2123687100,3,40.832425985588,-73.942369270636,P
50014229,AINSWORTH MIDTOWN,Manhattan,45,E 33RD ST,10016.0,2122011228,42,40.746888039344,-73.982943832705,B
50014233,Q'KACHAPA,Manhattan,1552,SAINT NICHOLAS AVE,10040.0,2129282898,56,40.853408551202996,-73.930722175947,A
50014239,HUNGRY BIRD,Bronx,980,MORRIS AVE,10456.0,9178014900,4,40.828427745178,-73.916869031428,A
50014243,REUNION,Brooklyn,544,UNION AVE,11211.0,9176452276,33,40.71731526128,-73.951671666086,A
50014249,CHADBOURNE & PARKE EMPLOYEE CAFETERIA,Manhattan,1301,6TH AVE,10019.0,2127284132,42,40.761237073224,-73.979456699065,A
50014266,NYU - TORCH CLUB,Manhattan,18,WAVERLY PL,10003.0,2129929163,42,40.730192780552,-73.994537337601,A
50014272,CAFE 55,Manhattan,55,WATER ST,10041.0,3472312722,42,40.703590200178,-74.00978124554901,A
50014277,"DUNKIN', BASKIN ROBBINS",Queens,14401,LIBERTY AVE,11435.0,7186570518,77,40.692671627063,-73.808774034981,A
50014293,EL PASO MEXICAN GRILL,Brooklyn,387A,FLATBUSH AVE,11238.0,3473053600,24,40.676144878079,-73.971699462077,P
50014302,LIBERTY KENNEDY FRIED CHICKEN & PIZZA,Queens,11101,LIBERTY AVE,11419.0,7183223100,71,40.6847988331,-73.830996632665,A
50014314,EMPANADAS EL GUSTAZO RESTAURANTE,Queens,4219,COLLEGE POINT BLVD,11355.0,7186611080,3,40.754502589049004,-73.833046122336,A
50014322,CHIPOTLE MEXICAN GRILL,Brooklyn,463,86TH ST,11209.0,7188330534,24,40.622023594485995,-74.027074357184,A
50014329,CAFFE DEI FIORI RISTORANTE,Manhattan,973,LEXINGTON AVE,10021.0,2123273400,44,40.769415044429,-73.962922911174,A
50014333,FOODBELLA,Manhattan,3,E 53RD ST,10022.0,2125881188,42,40.760283866486,-73.975504333517,A
50014338,HARMONY CAFE (LEHMAN COLLEGE)l,Bronx,250,BEDFORD PARK BLVD W,10468.0,5167977066,33,40.875021689755,-73.892858229156,A
50014339,CARMEN CAFE (Carmen Hall),Bronx,250,BEDFORD PARK BLVD W,10468.0,7189602234,42,40.875021689755,-73.892858229156,A
50014342,UNDERGROUND LOUNGE,Bronx,250,BEDFORD PARK BLVD W,10468.0,7189602234,42,40.875021689755,-73.892858229156,A
50014362,URUBAMBA,Queens,8620,37TH AVE,11372.0,7186722224,0,40.750153541975,-73.880319400676,A
50014366,TY BAR/FOUR SEASONS HOTEL,Manhattan,57,E 57TH ST,10022.0,2123506603,42,40.76205063861,-73.971792774001,-2
50014372,ORIENTAL PALACE,Brooklyn,3018,MERMAID AVE,11224.0,7182651540,61,40.575255588128,-73.997019450464,A
50014374,LA CASA del MARISC,Bronx,1862,WEBSTER AVE,10457.0,9173190316,3,40.847011044743,-73.901317988675,A
50014375,WING HING SEAFOOD RESTAURANT,Brooklyn,1217,AVENUE U,11229.0,7189980360,61,40.598485863559,-73.95956847891998,P
50014381,CROWN GRILL HALAL CHICKEN,Brooklyn,357,NOSTRAND AVE,11216.0,7186381004,71,40.685892687190005,-73.950666905042,A
50014390,CINCO DE MAYO,Queens,4229,BELL BLVD,11361.0,7182240330,68,40.762241445884,-73.770305478198,A
50014394,LUIGI'S PIZZA & PASTA,Bronx,808,BURKE AVE,10467.0,3478187653,32,40.87135320304,-73.862986874039,A
50014402,FRESH DUMPLINGS,Queens,13335,ROOSEVELT AVE,11354.0,3472389915,61,40.758501995257,-73.83324180898798,A
50014406,MCDONALD'S,Brooklyn,357,HAMILTON AVE,11231.0,7186246688,74,40.673595729881,-73.99972241302301,A
50014408,MCDONALD'S,Brooklyn,7124,3RD AVE,11209.0,7184910223,42,40.633974451804,-74.026776582703,A
50014414,BURGER HEAVEN,Manhattan,20,E 49TH ST,10017.0,2127552166,42,40.757509172347,-73.97673983586,A
50014417,SHU HAN JU AUTHENTIC CHINESE CUISINE,Manhattan,465,6TH AVE,10011.0,2124288800,61,40.735484803245,-73.998213848434,B
50014419,ROCKA ROLLA,Brooklyn,486,METROPOLITAN AVE,11211.0,9175667699,42,40.714049363789,-73.952575848872,A
50014424,EL COYOTE,Queens,7009,AUSTIN ST,11375.0,7182680777,24,40.720821230918006,-73.84658715513099,A
50014447,NEW ISLAND,Staten Island,27,SEGUINE AVE,10309.0,7183176433,61,40.525678003581,-74.201127401275,A
50014461,YUMMY CHINESE RESTAURANT,Brooklyn,1195,FLATBUSH AVE,11226.0,7184348652,61,40.641166057735,-73.956281561369,A
50014462,TASTE OF ITALY,Queens,4005A,JUNCTION BLVD,11368.0,7183353600,32,40.748958525058,-73.869299293142,A
50014465,MIYABI SUSHI & ASIAN CUISINE,Manhattan,118,W 3RD ST,10012.0,2122281688,23,40.730544239939,-74.000386068673,A
50014469,EMERALD FORTUNE,Brooklyn,318,KINGS HWY,11223.0,7187879517,61,40.604982430498,-73.978637049787,A
50014473,CENTRAL CARIBBEAN BAKERY,Bronx,1322,E GUN HILL RD,10469.0,3472753533,13,40.871276498522,-73.84782964447099,A
50014481,MAMAN,Manhattan,239,CENTRE ST,10013.0,2122260700,21,40.720185477997,-73.998199829815,P
50014500,CROWN FRIED CHICKEN,Brooklyn,332,CENTRAL AVE,11221.0,3475334461,42,40.69532038471,-73.92032810465,A
50014517,COSME,Manhattan,35,E 21ST ST,10010.0,2129139659,24,40.739568485824,-73.988871049761,A
50014518,HARBOR EATS,Staten Island,1000,RICHMOND TER,10310.0,9178373872,42,40.645224538002,-74.10467411188,A
50014519,PAPA JOHN'S,Bronx,362,E 204TH ST,10467.0,7185477272,55,40.871690591177,-73.87738071902601,A
50014520,7 GRAMS CAFFE,Manhattan,275,7TH AVE,10001.0,2127271777,33,40.745736372192,-73.994435007741,A
50014554,CREOLE PLATE,Queens,23306,MERRICK BLVD,11422.0,7183418566,31,40.674830531734,-73.736773758685,-2
50014563,FACEBOOK,Manhattan,770,BROADWAY,10003.0,9178269213,42,40.730834863461,-73.991401816101,A
50014568,INSOMNIA COOKIES,Manhattan,304,W 14TH ST,10014.0,2153831320,42,40.739859935900995,-74.002818336019,A
50014605,MORELOS DELI & FRUIT,Staten Island,6,CEBRA AVE,10301.0,7182732050,56,40.634353945383,-74.086429925226,A
